PLAC,DIVI,OPEC,SECTION,DIVISION,DIVISION_NAME,DIVISION_NAME_ABBR,VENDOR,VENDOR_NAME,PO_NO,ITEM_NO,ITEM_NAME,SPEC,DRAW,AC,DEPT,ORGN,WC,CL,PO_DATE,DUE_DATE,REPLY_DATE,CLOSED_DATE,PRINT_FLG,TOCK_TYPE,RCV_TYPE,INV_DATE,INV_NO,REPLY_QTY,REPLY_UNIT,REPLY_UP,REPLY_AMT,REPLY_CUR,TAX_RATE,TAX_AMT,TOTAL_AMT,TRAD,ETD_DATE,ETA_DATE,EFC_DATE,TAX_INVOICE,RCV_FLG,RCV_DATE,STATUS,REMARK,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613739,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613740,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613741,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613742,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613743,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613744,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613745,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613746,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613747,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613748,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613749,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613750,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613751,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613752,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613753,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613754,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613755,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613756,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613757,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613758,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613759,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613760,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613761,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613762,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613763,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613764,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613765,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613766,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613767,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613768,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613769,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613770,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613771,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613772,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613773,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613774,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613775,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613776,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613777,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613778,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613779,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613780,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613781,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613782,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613783,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613784,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613785,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613786,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613787,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613788,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613789,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613790,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613791,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613792,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613793,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613794,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613795,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
